"YEAR","MONTH","DAY","DAY_OF_WEEK","AIRLINE","FLIGHT_NUMBER","TAIL_NUMBER","ORIGIN_AIRPORT","DESTINATION_AIRPORT","SCHEDULED_DEPARTURE","DEPARTURE_TIME","DEPARTURE_DELAY","TAXI_OUT","WHEELS_OFF","SCHEDULED_TIME","ELAPSED_TIME","AIR_TIME","DISTANCE","WHEELS_ON","TAXI_IN","SCHEDULED_ARRIVAL","ARRIVAL_TIME","ARRIVAL_DELAY","CANCELLATION_REASON","AIR_SYSTEM_DELAY","SECURITY_DELAY","AIRLINE_DELAY","LATE_AIRCRAFT_DELAY","WEATHER_DELAY","ARRIVAL_DELAY_OVERNIGHT_COUNT","DEPARTURE_DELAY_OVERNIGHT_COUNT","ELAPSED_TIME_OVERNIGHT_COUNT","AIR_TIME_OVERNIGHT_COUNT","TAXI_OUT_OVERNIGHT_COUNT","TAXI_IN_OVERNIGHT_COUNT","SCHEDULED_TIME_OVERNIGHT_COUNT"
"2015","7","7","2","WN",4062,"N955WN","ATL","MSP",1340,1416,36,13,1429,105,89,61,907,1530,15,1525,1545,20,"",0,0,20,0,0,0,0,0,0,0,0,0
"2015","7","7","2","AA",1826,"N557UW","PHX","LAS",1359,1521,82,11,1532,69,61,43,255,1615,7,1508,1622,74,"",0,0,0,74,0,0,0,0,0,0,0,0
"2015","7","7","2","EV",4166,"N14916","EWR","BDL",1430,1549,79,21,1610,56,57,30,116,1640,6,1526,1646,80,"",1,0,0,79,0,0,0,0,0,0,0,0
"2015","7","7","2","B6",2091,"N339JB","JFK","ACK",1440,1440,0,63,1543,80,119,44,199,1627,12,1600,1639,39,"",39,0,0,0,0,0,0,0,0,0,0,0
"2015","7","7","2","WN",1885,"N408WN","IND","BOS",1450,1545,55,24,1609,145,165,124,818,1813,17,1715,1830,75,"",75,0,0,0,0,0,0,0,0,0,0,0
"2015","7","7","2","UA",1027,"N13138","EWR","MCO",1459,1558,59,13,1611,169,160,125,937,1816,22,1748,1838,50,"",0,0,0,50,0,0,0,0,0,0,0,0
"2015","7","7","2","WN",3337,"N277WN","MDW","CMH",1505,1553,48,13,1606,125,125,108,283,1754,4,1710,1758,48,"",0,0,9,39,0,0,0,0,0,0,0,0
"2015","7","7","2","WN",528,"N708SW","STL","DEN",1510,1742,152,7,1749,75,70,59,770,1848,4,1625,1852,147,"",0,0,147,0,0,0,0,0,0,0,0,0
"2015","7","7","2","EV",2734,"N877AS","PIB","DFW",1537,1712,95,10,1722,103,100,58,462,1820,32,1720,1852,92,"",0,0,80,12,0,0,0,0,0,0,0,0
"2015","7","7","2","B6",2224,"N708JB","MCO","DCA",1543,1553,10,49,1642,133,166,114,759,1836,3,1756,1839,43,"",43,0,0,0,0,0,0,0,0,0,0,0
"2015","7","7","2","B6",283,"N649JB","JFK","MCO",1545,1633,48,27,1700,187,173,130,944,1910,16,1852,1926,34,"",0,0,34,0,0,0,0,0,0,0,0,0
"2015","7","7","2","EV",6117,"N14916","BDL","EWR",1556,1831,155,20,1851,68,70,33,116,1924,17,1704,1941,157,"",77,0,2,78,0,0,0,0,0,0,0,0
"2015","7","7","2","DL",1845,"N343NW","DEN","LGA",1610,1659,49,35,1734,354,360,313,1620,2247,12,2204,2259,55,"",55,0,0,0,0,0,0,0,0,0,0,0
"2015","7","7","2","AA",1708,"N121UW","ORD","PHL",1645,1708,23,63,1811,190,217,149,678,2040,5,1955,2045,50,"",50,0,0,0,0,0,0,0,0,0,0,0
"2015","7","7","2","EV",4729,"N11176","BTV","ORD",1655,1814,79,9,1823,90,83,56,763,1919,18,1825,1937,72,"",8,0,0,64,0,0,0,0,0,0,0,0
"2015","7","7","2","AA",251,"N020AA","MIA","TPA",1700,1726,26,13,1739,67,58,38,204,1817,7,1807,1824,17,"",0,0,17,0,0,0,0,0,0,0,0,0
"2015","7","7","2","WN",989,"N935WN","SJC","PHX",1700,1837,97,8,1845,110,102,87,621,2012,7,1850,2019,89,"",0,0,86,3,0,0,0,0,0,0,0,0
"2015","7","7","2","EV",5119,"N752EV","RDU","LGA",1700,1852,112,20,1912,107,99,64,431,2016,15,1847,2031,104,"",104,0,0,0,0,0,0,0,0,0,0,0
"2015","7","7","2","OO",6494,"N786SK","PBI","IAH",1705,1732,27,19,1751,98,92,70,956,1901,3,1843,1904,21,"",0,0,0,21,0,0,0,0,0,0,0,0
"2015","7","7","2","DL",1777,"N909DE","ATL","ORD",1725,1858,93,42,1940,78,110,35,606,2015,33,1843,2048,125,"",54,0,20,51,0,0,0,0,0,0,0,0
"2015","7","7","2","AA",2389,"N3CBAA","SNA","DFW",1735,1751,16,23,1814,295,296,266,1205,2240,7,2230,2247,17,"",1,0,5,11,0,0,0,0,0,0,0,0
"2015","7","7","2","WN",1159,"N927WN","DAY","BWI",1740,1756,16,11,1807,80,85,62,406,1909,12,1900,1921,21,"",5,0,4,12,0,0,0,0,0,0,0,0
"2015","7","7","2","UA",1248,"N45440","ORD","RIC",1743,1851,68,19,1910,184,175,146,642,2136,10,2047,2146,59,"",0,0,49,10,0,0,0,0,0,0,0,0
"2015","7","7","2","EV",5144,"N611QX","GSO","LGA",1750,1956,126,15,2011,100,95,70,461,2121,10,1930,2131,121,"",0,0,78,43,0,0,0,0,0,0,0,0
"2015","7","7","2","NK",207,"N529NK","DFW","LAS",1754,1802,8,15,1817,45,52,33,1055,1850,4,1839,1854,15,"",7,0,8,0,0,0,0,0,0,0,0,0
"2015","7","7","2","OO",6510,"N128SY","LAX","COS",1755,1804,9,19,1823,203,213,186,833,2129,8,2118,2137,19,"",10,0,0,9,0,0,0,0,0,0,0,0
"2015","7","7","2","B6",201,"N339JB","JFK","FLL",1840,2121,161,21,2142,199,167,140,1069,2,6,2159,8,129,"",0,0,45,84,0,1,0,1,1,0,0,0
"2015","7","7","2","EV",5911,"N13975","GRB","ORD",1911,1917,6,22,1939,57,71,35,173,2014,14,2008,2028,20,"",14,0,0,6,0,0,0,0,0,0,0,0
"2015","7","7","2","F9",288,"N948FR","DEN","STL",1959,2056,57,15,2111,180,177,155,770,2346,7,2259,2353,54,"",0,0,18,36,0,0,0,0,0,0,0,0
"2015","7","7","2","AA",1471,"N3LAAA","MIA","PHX",2005,2138,93,14,2152,112,84,59,1972,2251,11,2157,2302,65,"",0,0,65,0,0,0,0,0,0,0,0,0
"2015","7","7","2","AA",1976,"N179UW","CLT","EWR",2005,2026,21,28,2054,106,112,78,529,2212,6,2151,2218,27,"",6,0,21,0,0,0,0,0,0,0,0,0
"2015","7","7","2","DL",770,"N366NW","SLC","MSP",2020,2245,145,17,2302,210,195,175,991,157,3,2350,200,130,"",0,0,130,0,0,1,0,1,1,0,0,0
"2015","7","7","2","EV",4970,"N707EV","LGA","ILM",2115,2250,95,30,2320,103,103,71,500,31,2,2258,33,95,"",0,0,15,80,0,1,0,1,1,0,0,0
"2015","7","7","2","WN",1093,"N8667D","MDW","PHL",2200,2219,19,18,2237,170,172,145,668,102,9,50,111,21,"",2,0,16,3,0,0,0,1,1,0,0,1
"2015","7","7","2","WN",693,"N909WN","LAS","ABQ",2200,2303,63,11,2314,145,137,122,486,116,4,25,120,55,"",0,0,55,0,0,0,0,1,1,0,0,1
"2015","7","7","2","WN",200,"N447WN","STL","DAL",2200,2319,79,10,2329,95,93,77,546,46,6,2335,52,77,"",0,0,2,75,0,1,0,1,1,0,0,0
"2015","7","7","2","WN",546,"N784SW","HOU","LAX",2210,2231,21,7,2238,80,104,75,1390,2353,22,2330,15,45,"",24,0,17,4,0,1,0,1,0,0,1,0
"2015","7","7","2","EV",5373,"N921EV","ATL","MGM",2312,2346,34,12,2358,1431,1421,1407,147,2325,2,2303,2327,24,"",0,0,0,24,0,0,0,1,1,0,0,1
"2015","7","7","2","AS",127,"N593AS","SEA","FAI",2325,3,38,15,18,154,160,141,1533,239,4,159,243,44,"",6,0,38,0,0,0,1,0,0,0,0,1
"2015","7","7","2","B6",66,"N571JB","ABQ","JFK",2350,17,27,10,27,364,355,341,1826,608,4,554,612,18,"",0,0,0,18,0,0,1,0,0,0,0,1
"2015","7","7","2","UA",1942,"N69847","LAX","IAH",2357,36,39,21,57,321,308,271,1379,528,16,518,544,26,"",0,0,19,7,0,0,1,0,0,0,0,1
"2015","7","8","3","AA",1383,"N3BSAA","MCO","MIA",510,809,179,11,820,63,56,37,192,857,8,613,905,172,"",0,0,172,0,0,0,0,0,0,0,0,0
"2015","7","8","3","UA",1710,"N72405","DEN","ORD",535,838,183,13,851,205,197,171,888,1142,13,900,1155,175,"",0,0,175,0,0,0,0,0,0,0,0,0
"2015","7","8","3","UA",264,"N545UA","DEN","LAX",540,815,155,17,832,90,100,69,862,941,14,710,955,165,"",10,0,155,0,0,0,0,0,0,0,0,0
"2015","7","8","3","UA",1943,"N36444","BOS","LAX",600,619,19,15,634,202,205,162,2611,916,28,922,944,22,"",3,0,19,0,0,0,0,0,0,0,0,0
"2015","7","8","3","WN",404,"N790SW","MKE","PHX",600,621,21,11,632,100,95,79,1460,751,5,740,756,16,"",0,0,16,0,0,0,0,0,0,0,0,0
"2015","7","8","3","DL",326,"N3743H","SJU","JFK",700,657,-3,13,710,234,257,234,1598,1104,10,1054,1114,20,"",20,0,0,0,0,0,0,0,0,0,0,0
"2015","7","8","3","OO",6517,"N903SW","TUS","LAX",721,740,19,28,808,100,123,80,451,928,15,901,943,42,"",23,0,19,0,0,0,0,0,0,0,0,0
"2015","7","8","3","NK",216,"N633NK","LAX","IAH",815,903,48,12,915,319,305,285,1379,1400,8,1334,1408,34,"",0,0,0,34,0,0,0,0,0,0,0,0
"2015","7","8","3","OO",2941,"N944SW","SLC","PHX",820,845,25,26,911,50,46,15,507,926,5,910,931,21,"",0,0,21,0,0,0,0,0,0,0,0,0
"2015","7","8","3","UA",1662,"N87531","DCA","SFO",830,1017,107,27,1044,178,168,134,2442,1258,7,1128,1305,97,"",0,0,97,0,0,0,0,0,0,0,0,0
"2015","7","8","3","UA",1928,"N16709","ORD","MCI",907,1000,53,27,1027,92,100,63,403,1130,10,1039,1140,61,"",8,0,53,0,0,0,0,0,0,0,0,0
"2015","7","8","3","UA",1253,"N76503","ORD","BOS",940,1140,120,12,1152,208,185,168,867,1440,5,1308,1445,97,"",0,0,2,95,0,0,0,0,0,0,0,0
"2015","7","8","3","UA",609,"N832UA","DCA","ORD",945,1028,43,10,1038,63,57,41,612,1119,6,1048,1125,37,"",0,0,37,0,0,0,0,0,0,0,0,0
"2015","7","8","3","OO",6224,"N978SW","DEN","CID",1000,1034,34,10,1044,179,163,145,692,1309,8,1259,1317,18,"",0,0,0,18,0,0,0,0,0,0,0,0
"2015","7","8","3","AA",150,"N4XHAA","ELP","DFW",1005,1010,5,9,1019,162,177,157,551,1256,11,1247,1307,20,"",20,0,0,0,0,0,0,0,0,0,0,0
"2015","7","8","3","UA",1652,"N14250","DEN","BWI",1110,1330,140,14,1344,329,319,296,1491,1840,9,1639,1849,130,"",0,0,6,124,0,0,0,0,0,0,0,0
"2015","7","8","3","WN",475,"N559WN","HOU","DCA",1130,1331,121,9,1340,245,244,227,1218,1727,8,1535,1735,120,"",0,0,120,0,0,0,0,0,0,0,0,0
"2015","7","8","3","OO",5218,"N773SK","PHX","IAH",1153,1243,50,14,1257,283,264,246,1009,1703,4,1636,1707,31,"",0,0,0,31,0,0,0,0,0,0,0,0
"2015","7","8","3","OO",5487,"N471CA","MRY","SFO",1209,1312,63,15,1327,43,34,16,77,1343,3,1252,1346,54,"",0,0,12,42,0,0,0,0,0,0,0,0
"2015","7","8","3","OO",6528,"N144SY","COS","LAX",1228,1310,42,26,1336,92,115,72,833,1448,17,1400,1505,65,"",23,0,2,40,0,0,0,0,0,0,0,0
"2015","7","8","3","WN",579,"N616SW","ONT","OAK",1230,1253,23,5,1258,70,64,54,362,1352,5,1340,1357,17,"",0,0,7,10,0,0,0,0,0,0,0,0
"2015","7","8","3","OO",2956,"N896SK","PHX","SAT",1235,1349,74,22,1411,260,250,220,843,1751,8,1655,1759,64,"",0,0,64,0,0,0,0,0,0,0,0,0
"2015","7","8","3","UA",1265,"N39415","RSW","ORD",1245,1502,137,13,1515,125,127,96,1120,1651,18,1450,1709,139,"",2,0,13,124,0,0,0,0,0,0,0,0
"2015","7","8","3","AS",832,"N536AS","LIH","SEA",1305,1248,-17,19,1307,525,574,543,2701,2210,12,2150,2222,32,"",32,0,0,0,0,0,0,0,0,0,0,0
"2015","7","8","3","OO",5500,"N916SW","IDA","DEN",1313,1340,27,9,1349,93,95,77,458,1506,9,1446,1515,29,"",2,0,0,27,0,0,0,0,0,0,0,0
"2015","7","8","3","WN",1249,"N714CB","PHX","BUR",1330,1345,15,7,1352,80,81,71,369,1503,3,1450,1506,16,"",1,0,0,15,0,0,0,0,0,0,0,0
"2015","7","8","3","VX",929,"N524VA","LAX","SFO",1400,1415,15,15,1430,70,90,53,337,1523,22,1510,1545,35,"",35,0,0,0,0,0,0,0,0,0,0,0
"2015","7","8","3","DL",2342,"N948DN","JAX","ATL",1415,1650,155,11,1701,87,60,43,270,1744,6,1542,1750,128,"",0,0,0,128,0,0,0,0,0,0,0,0
"2015","7","8","3","AA",1191,"N493AA","BNA","DFW",1422,1418,-4,18,1436,119,150,102,631,1618,30,1621,1648,27,"",27,0,0,0,0,0,0,0,0,0,0,0
"2015","7","8","3","B6",2402,"N266JB","JFK","BUF",1429,1435,6,133,1648,95,197,60,301,1748,4,1604,1752,108,"",102,0,6,0,0,0,0,0,0,0,0,0
"2015","7","8","3","UA",1690,"N76265","EWR","RDU",1437,1943,306,30,2013,96,96,61,416,2114,5,1613,2119,306,"",0,0,53,253,0,0,0,0,0,0,0,0
"2015","7","8","3","WN",5855,"N272WN","LGA","HOU",1455,1507,12,88,1635,180,220,118,1428,1833,14,1755,1847,52,"",52,0,0,0,0,0,0,0,0,0,0,0
"2015","7","8","3","EV",4920,"N717EV","RIC","LGA",1510,1500,-10,141,1721,95,215,58,292,1819,16,1645,1835,110,"",110,0,0,0,0,0,0,0,0,0,0,0
"2015","7","8","3","WN",2957,"N8663A","MCI","PDX",1515,1551,36,6,1557,100,83,72,1482,1709,5,1655,1714,19,"",0,0,19,0,0,0,0,0,0,0,0,0
"2015","7","8","3","HA",50,"N396HA","HNL","JFK",1520,1552,32,19,1611,935,925,895,4983,706,11,655,717,22,"",0,0,22,0,0,0,0,1,1,0,0,1
"2015","7","8","3","OO",4990,"N715SK","CVG","IAH",1523,1629,66,10,1639,87,78,60,871,1739,8,1650,1747,57,"",0,0,0,57,0,0,0,0,0,0,0,0
"2015","7","8","3","AA",2339,"N4XXAA","ORD","DFW",1531,1635,64,11,1646,154,149,127,802,1853,11,1805,1904,59,"",0,0,0,59,0,0,0,0,0,0,0,0
"2015","7","8","3","UA",1901,"N18243","IAH","ATL",1539,1919,220,14,1933,195,184,161,689,2214,9,1854,2223,209,"",0,0,16,193,0,0,0,0,0,0,0,0
"2015","7","8","3","AA",262,"N3MRAA","MIA","LGA",1545,1549,4,14,1603,176,188,160,1096,1843,14,1841,1857,16,"",16,0,0,0,0,0,0,0,0,0,0,0
"2015","7","8","3","UA",1674,"N54241","SFO","EWR",1615,1747,92,13,1800,510,487,469,2565,149,5,45,154,69,"",0,0,0,69,0,0,0,1,1,0,0,1
"2015","7","8","3","UA",1790,"N78448","TPA","ORD",1625,1817,112,11,1828,115,123,102,1012,2010,10,1820,2020,120,"",8,0,0,112,0,0,0,0,0,0,0,0
"2015","7","8","3","B6",1034,"N580JB","SJU","MCO",1642,1705,23,15,1720,177,190,161,1189,2001,14,1939,2015,36,"",13,0,23,0,0,0,0,0,0,0,0,0
"2015","7","8","3","WN",1344,"N8321D","MDW","MCI",1650,1721,31,7,1728,85,77,64,405,1832,6,1815,1838,23,"",0,0,22,1,0,0,0,0,0,0,0,0
"2015","7","8","3","EV",5109,"N709EV","RIC","DTW",1657,1848,111,13,1901,104,94,73,456,2014,8,1841,2022,101,"",0,0,0,101,0,0,0,0,0,0,0,0
"2015","7","8","3","OO",4976,"N116SY","SFO","STL",1700,1744,44,22,1806,373,360,334,1735,2340,4,2313,2344,31,"",0,0,0,31,0,0,0,0,0,0,0,0
"2015","7","8","3","AS",554,"N614AS","PDX","LAX",1715,1743,28,27,1810,146,157,121,834,2011,9,1941,2020,39,"",39,0,0,0,0,0,0,0,0,0,0,0
"2015","7","8","3","WN",619,"N949WN","MDW","FLL",1715,1816,61,19,1835,235,233,210,1167,2205,4,2110,2209,59,"",0,0,59,0,0,0,0,0,0,0,0,0
"2015","7","8","3","OO",5606,"N730SK","MLI","ORD",1719,1941,142,11,1952,61,49,30,139,2022,8,1820,2030,130,"",0,0,0,130,0,0,0,0,0,0,0,0
"2015","7","8","3","DL",517,"N390DA","MIA","JFK",1720,1810,50,35,1845,198,191,147,1089,2112,9,2038,2121,43,"",43,0,0,0,0,0,0,0,0,0,0,0
"2015","7","8","3","AA",601,"N661AW","BWI","PHX",1722,1721,-1,47,1808,112,149,96,1999,1944,6,1914,1950,36,"",36,0,0,0,0,0,0,0,0,0,0,0
"2015","7","8","3","B6",1281,"N249JB","BOS","RIC",1724,1727,3,32,1759,105,117,82,474,1921,3,1909,1924,15,"",12,0,3,0,0,0,0,0,0,0,0,0
"2015","7","8","3","AA",285,"N5DGAA","LAX","LIH",1730,2031,181,29,2100,181,175,142,2615,2322,4,2031,2326,175,"",0,0,0,175,0,0,0,0,0,0,0,0
"2015","7","8","3","DL",1088,"N6701","MSP","ANC",1742,1750,8,25,1815,159,175,146,2519,2041,4,2021,2045,24,"",16,0,8,0,0,0,0,0,0,0,0,0
"2015","7","8","3","WN",889,"N934WN","BNA","BWI",1750,1826,36,10,1836,165,164,140,587,2056,14,2035,2110,35,"",0,0,10,25,0,0,0,0,0,0,0,0
"2015","7","8","3","WN",263,"N354SW","LAX","SMF",1750,1820,30,9,1829,75,71,59,373,1928,3,1905,1931,26,"",0,0,9,17,0,0,0,0,0,0,0,0
"2015","7","8","3","AA",1733,"N195UW","CLT","MCO",1755,1841,46,40,1921,97,129,69,468,2030,20,1932,2050,78,"",32,0,0,0,46,0,0,0,0,0,0,0
"2015","7","8","3","AA",1912,"N832AW","RIC","CLT",1759,1934,95,13,1947,78,62,40,257,2027,9,1917,2036,79,"",0,0,0,79,0,0,0,0,0,0,0,0
"2015","7","8","3","UA",1576,"N39726","MCI","ORD",1820,2058,158,10,2108,99,76,53,403,2201,13,1959,2214,135,"",0,0,0,135,0,0,0,0,0,0,0,0
"2015","7","8","3","B6",305,"N523JB","EWR","FLL",1829,18,349,15,33,183,150,130,1065,243,5,2132,248,316,"",0,0,316,0,0,1,1,0,0,0,0,0
"2015","7","8","3","WN",1697,"N8654B","BWI","PHX",1830,1851,21,65,1956,115,161,89,1999,2125,7,2025,2132,67,"",46,0,21,0,0,0,0,0,0,0,0,0
"2015","7","8","3","MQ",3306,"N600MQ","DFW","BIS",1830,1923,53,13,1936,168,146,131,977,2147,2,2118,2149,31,"",0,0,0,30,1,0,0,0,0,0,0,0
"2015","7","8","3","AA",299,"N3KXAA","FLL","DFW",1837,1939,62,14,1953,128,108,82,1119,2115,12,2045,2127,42,"",0,0,42,0,0,0,0,0,0,0,0,0
"2015","7","8","3","MQ",3530,"N0EGMQ","OKC","ORD",1902,2018,76,9,2027,123,99,83,693,2150,7,2105,2157,52,"",0,0,0,52,0,0,0,0,0,0,0,0
"2015","7","8","3","UA",1435,"N13718","IAH","MSP",1905,2033,88,15,2048,170,152,132,1034,2300,5,2155,2305,70,"",0,0,31,39,0,0,0,0,0,0,0,0
"2015","7","8","3","WN",880,"N243WN","BUR","LAS",1905,1909,4,9,1918,60,72,42,223,2000,21,2005,2021,16,"",16,0,0,0,0,0,0,0,0,0,0,0
"2015","7","8","3","DL",1335,"N917DE","ATL","BTV",1926,2041,75,25,2106,158,145,116,961,2302,4,2204,2306,62,"",0,0,8,54,0,0,0,0,0,0,0,0
"2015","7","8","3","WN",4221,"N605SW","PHX","TUL",1930,2017,47,13,2030,255,252,236,935,26,3,2345,29,44,"",0,0,0,44,0,1,0,1,1,0,0,0
"2015","7","8","3","AA",1768,"N767UW","CLT","MEM",1945,2030,45,14,2044,37,31,13,511,2057,4,2022,2101,39,"",0,0,39,0,0,0,0,0,0,0,0,0
"2015","7","8","3","DL",435,"N702TW","JFK","SFO",2000,2141,101,49,2230,227,221,168,2586,118,4,2347,122,95,"",0,0,0,95,0,1,0,1,1,0,0,0
"2015","7","8","3","WN",3574,"N687SW","STL","RDU",2000,2024,24,9,2033,165,161,149,667,2302,3,2245,2305,20,"",0,0,0,20,0,0,0,0,0,0,0,0
"2015","7","8","3","MQ",3081,"N646MQ","DFW","GSP",2005,2032,27,17,2049,203,196,175,862,2344,4,2328,2348,20,"",0,0,0,0,20,0,0,0,0,0,0,0
"2015","7","8","3","WN",229,"N7750A","HOU","ATL",2010,2110,60,9,2119,175,173,159,696,2358,5,2305,3,58,"",0,0,36,22,0,1,0,1,0,0,1,0
"2015","7","8","3","WN",4158,"N914WN","PHX","OAK",2045,2120,35,9,2129,115,105,91,646,2300,5,2240,2305,25,"",0,0,3,22,0,0,0,0,0,0,0,0
"2015","7","8","3","UA",1489,"N37437","LAX","EWR",2046,2310,144,17,2327,498,479,452,2454,659,10,504,709,125,"",0,0,0,125,0,0,0,1,1,0,0,1
"2015","7","8","3","UA",1134,"N23708","ORD","BWI",2055,2142,47,15,2157,182,162,142,622,19,5,2357,24,27,"",0,0,18,9,0,1,0,1,1,0,0,0
"2015","7","8","3","UA",1033,"N37434","IAH","SFO",2110,2237,87,12,2249,125,126,108,1635,37,6,2315,43,88,"",11,0,0,77,0,1,0,1,1,0,0,0
"2015","7","8","3","WN",701,"N7727A","BWI","IND",2215,41,146,8,49,100,93,78,516,207,7,2355,214,139,"",0,0,136,3,0,1,1,0,0,0,0,0
"2015","7","8","3","AA",1922,"N769US","CLT","RIC",2220,2325,65,9,2334,62,53,41,257,15,3,2322,18,56,"",0,0,1,55,0,1,0,1,1,0,0,0
"2015","7","8","3","AA",518,"N547UW","PHX","BWI",2335,32,57,10,42,441,425,409,1999,731,6,656,737,41,"",0,0,41,0,0,0,1,0,0,0,0,1
"2015","7","8","3","AA",588,"N121UW","SLC","PHL",2355,9,14,39,48,381,388,345,1927,633,4,616,637,21,"",7,0,14,0,0,0,1,0,0,0,0,1
"2015","7","9","4","EV",4160,"N21197","JAX","EWR",555,907,192,10,917,144,130,112,820,1109,8,819,1117,178,"",0,0,178,0,0,0,0,0,0,0,0,0
"2015","7","9","4","EV",3259,"N21154","HPN","ORD",630,640,10,12,652,88,93,67,738,759,14,758,813,15,"",15,0,0,0,0,0,0,0,0,0,0,0
"2015","7","9","4","UA",572,"N442UA","LAS","SFO",645,711,26,42,753,94,110,62,414,855,6,819,901,42,"",42,0,0,0,0,0,0,0,0,0,0,0
"2015","7","9","4","DL",1348,"N803DN","LAS","SLC",745,848,63,10,858,141,126,110,368,1048,6,1006,1054,48,"",0,0,48,0,0,0,0,0,0,0,0,0
"2015","7","9","4","NK",475,"N607NK","LGA","DTW",940,1023,43,38,1101,116,132,85,502,1226,9,1136,1235,59,"",16,0,43,0,0,0,0,0,0,0,0,0
"2015","7","9","4","F9",1001,"N206FR","PHL","MIA",1000,1034,34,30,1104,170,165,128,1013,1312,7,1250,1319,29,"",8,0,21,0,0,0,0,0,0,0,0,0
"2015","7","9","4","OO",5646,"N965SW","SFO","SBA",1034,1152,78,18,1210,81,67,45,262,1255,4,1155,1259,64,"",0,0,0,64,0,0,0,0,0,0,0,0
"2015","7","9","4","WN",2240,"N704SW","SNA","OAK",1040,1104,24,13,1117,75,78,60,371,1217,5,1155,1222,27,"",3,0,2,22,0,0,0,0,0,0,0,0
"2015","7","9","4","WN",2505,"N260WN","BWI","BNA",1050,1111,21,12,1123,45,39,22,587,1145,5,1135,1150,15,"",0,0,15,0,0,0,0,0,0,0,0,0
"2015","7","9","4","AA",2162,"N944UW","LGA","BOS",1100,1112,12,53,1205,74,94,33,184,1238,8,1214,1246,32,"",20,0,0,12,0,0,0,0,0,0,0,0
"2015","7","9","4","WN",861,"N945WN","LGA","ATL",1130,1144,14,60,1244,160,177,104,762,1428,13,1410,1441,31,"",17,0,0,14,0,0,0,0,0,0,0,0
"2015","7","9","4","UA",1632,"N27421","ORD","LAX",1132,1216,44,15,1231,142,136,111,1744,1422,10,1354,1432,38,"",0,0,38,0,0,0,0,0,0,0,0,0
"2015","7","9","4","WN",824,"N482WN","MDW","MCI",1135,1147,12,13,1200,80,89,71,405,1311,5,1255,1316,21,"",9,0,2,10,0,0,0,0,0,0,0,0
"2015","7","9","4","AA",1345,"N3EFAA","DFW","JFK",1150,1211,21,18,1229,291,285,259,1391,1648,8,1641,1656,15,"",0,0,15,0,0,0,0,0,0,0,0,0
"2015","7","9","4","B6",1512,"N643JB","RSW","EWR",1204,1203,-1,46,1249,173,197,145,1068,1514,6,1457,1520,23,"",23,0,0,0,0,0,0,0,0,0,0,0
"2015","7","9","4","DL",2621,"N3764D","DTW","SFO",1215,1246,31,29,1315,127,113,77,2079,1432,7,1422,1439,17,"",17,0,0,0,0,0,0,0,0,0,0,0
"2015","7","9","4","UA",1405,"N68823","SAN","SFO",1218,1255,37,16,1311,100,85,64,447,1415,5,1358,1420,22,"",0,0,8,14,0,0,0,0,0,0,0,0
"2015","7","9","4","WN",1120,"N209WN","MSY","EWR",1225,1237,12,28,1305,240,261,226,1167,1651,7,1625,1658,33,"",21,0,1,11,0,0,0,0,0,0,0,0
"2015","7","9","4","OO",5387,"N964SW","SBA","LAX",1257,1644,227,14,1658,57,53,28,89,1726,11,1354,1737,223,"",0,0,221,2,0,0,0,0,0,0,0,0
"2015","7","9","4","EV",5050,"N917EV","ABE","DTW",1258,1437,99,9,1446,101,94,79,425,1605,6,1439,1611,92,"",0,0,0,92,0,0,0,0,0,0,0,0
"2015","7","9","4","UA",1648,"N17719","ORD","EWR",1303,1406,63,27,1433,207,190,158,719,1711,5,1630,1716,46,"",46,0,0,0,0,0,0,0,0,0,0,0
"2015","7","9","4","B6",379,"N623JB","LAS","LGB",1309,1322,13,19,1341,66,70,46,231,1427,5,1415,1432,17,"",4,0,0,13,0,0,0,0,0,0,0,0
"2015","7","9","4","UA",422,"N815UA","EWR","AUS",1313,1530,137,37,1607,175,171,129,1504,1816,5,1608,1821,133,"",0,0,4,129,0,0,0,0,0,0,0,0
"2015","7","9","4","WN",998,"N202WN","PDX","BWI",1345,1413,28,9,1422,485,494,459,2358,2201,26,2150,2227,37,"",9,0,13,15,0,0,0,0,0,0,0,0
"2015","7","9","4","AA",2414,"N5CKAA","MIA","SJU",1400,1414,14,16,1430,158,159,134,1045,1644,9,1638,1653,15,"",1,0,14,0,0,0,0,0,0,0,0,0
"2015","7","9","4","UA",1272,"N11206","IAH","SAN",1435,1501,26,19,1520,76,70,48,1303,1608,3,1551,1611,20,"",0,0,20,0,0,0,0,0,0,0,0,0
"2015","7","9","4","WN",400,"N649SW","BUF","BWI",1455,1621,86,18,1639,65,83,62,281,1741,3,1600,1744,104,"",18,0,10,76,0,0,0,0,0,0,0,0
"2015","7","9","4","WN",1154,"N730SW","BNA","LGA",1505,1622,77,18,1640,195,205,180,764,1940,7,1820,1947,87,"",76,0,0,11,0,0,0,0,0,0,0,0
"2015","7","9","4","AA",194,"N3HWAA","MIA","BWI",1520,1545,25,11,1556,154,146,129,946,1805,6,1754,1811,17,"",0,0,4,13,0,0,0,0,0,0,0,0
"2015","7","9","4","AA",1472,"N436AA","ORD","EWR",1535,1607,32,95,1742,187,261,157,719,2019,9,1842,2028,106,"",106,0,0,0,0,0,0,0,0,0,0,0
