"YEAR","MONTH","DAY","DAY_OF_WEEK","AIRLINE","FLIGHT_NUMBER","TAIL_NUMBER","ORIGIN_AIRPORT","DESTINATION_AIRPORT","SCHEDULED_DEPARTURE","DEPARTURE_TIME","DEPARTURE_DELAY","TAXI_OUT","WHEELS_OFF","SCHEDULED_TIME","ELAPSED_TIME","AIR_TIME","DISTANCE","WHEELS_ON","TAXI_IN","SCHEDULED_ARRIVAL","ARRIVAL_TIME","ARRIVAL_DELAY","CANCELLATION_REASON","AIR_SYSTEM_DELAY","SECURITY_DELAY","AIRLINE_DELAY","LATE_AIRCRAFT_DELAY","WEATHER_DELAY","ARRIVAL_DELAY_OVERNIGHT_COUNT","DEPARTURE_DELAY_OVERNIGHT_COUNT","ELAPSED_TIME_OVERNIGHT_COUNT","AIR_TIME_OVERNIGHT_COUNT","TAXI_OUT_OVERNIGHT_COUNT","TAXI_IN_OVERNIGHT_COUNT","SCHEDULED_TIME_OVERNIGHT_COUNT"
"2015","1","1","4","AA",89,"N3KVAA","IAH","MIA",520,618,58,19,637,201,197,171,964,928,7,841,935,54,"",0,0,54,0,0,0,0,0,0,0,0,0
"2015","1","1","4","UA",247,"N462UA","PHX","IAH",600,751,111,31,822,208,220,178,1009,1120,11,928,1131,123,"",12,0,0,0,111,0,0,0,0,0,0,0
"2015","1","1","4","WN",2215,"N249WN","ABQ","HOU",600,607,7,29,636,180,195,163,759,919,3,900,922,22,"",15,0,7,0,0,0,0,0,0,0,0,0
"2015","1","1","4","OO",5208,"N791SK","IAH","MIA",742,758,16,16,814,199,200,180,964,1114,4,1101,1118,17,"",1,0,4,12,0,0,0,0,0,0,0,0
"2015","1","1","4","OO",5477,"N948SW","SBA","LAX",831,822,-9,7,829,54,79,28,89,857,44,925,941,16,"",16,0,0,0,0,0,0,0,0,0,0,0
"2015","1","1","4","AA",2249,"N4XKAA","DFW","IAH",930,1027,57,29,1056,65,85,42,224,1138,14,1035,1152,77,"",20,0,0,56,1,0,0,0,0,0,0,0
"2015","1","1","4","MQ",3200,"N8EGMQ","LBB","DFW",945,1234,169,17,1251,65,77,53,282,1344,7,1050,1351,181,"",12,0,104,65,0,0,0,0,0,0,0,0
"2015","1","1","4","B6",251,"N709JB","BOS","MCO",1019,1147,88,15,1202,200,211,180,1121,1502,16,1339,1518,99,"",11,0,15,73,0,0,0,0,0,0,0,0
"2015","1","1","4","WN",2027,"N609SW","SLC","LAX",1050,1106,16,30,1136,50,56,18,590,1154,8,1140,1202,22,"",6,0,11,5,0,0,0,0,0,0,0,0
"2015","1","1","4","WN",4995,"N497WN","TPA","BUF",1125,1124,-1,14,1138,155,181,140,1053,1358,27,1400,1425,25,"",25,0,0,0,0,0,0,0,0,0,0,0
"2015","1","1","4","WN",1817,"N650SW","MCO","IND",1230,1307,37,10,1317,145,145,130,829,1527,5,1455,1532,37,"",0,0,3,34,0,0,0,0,0,0,0,0
"2015","1","1","4","UA",1605,"N37427","MCO","ORD",1232,1414,102,13,1427,115,107,89,1005,1556,5,1427,1601,94,"",0,0,91,3,0,0,0,0,0,0,0,0
"2015","1","1","4","WN",573,"N390SW","LAX","DEN",1240,1301,21,14,1315,195,208,187,862,1622,7,1555,1629,34,"",13,0,13,8,0,0,0,0,0,0,0,0
"2015","1","1","4","NK",917,"N625NK","LGA","DFW",1245,1416,91,13,1429,193,190,170,1389,1719,7,1558,1726,88,"",88,0,0,0,0,0,0,0,0,0,0,0
"2015","1","1","4","DL",2586,"N915DL","MCO","JFK",1300,1337,37,11,1348,155,136,120,944,1548,5,1535,1553,18,"",0,0,7,11,0,0,0,0,0,0,0,0
"2015","1","1","4","US",544,"N582UW","PHX","DFW",1325,1337,12,17,1354,195,201,170,868,1644,14,1640,1658,18,"",6,0,7,5,0,0,0,0,0,0,0,0
"2015","1","1","4","F9",1245,"N912FR","DFW","DEN",1400,1507,67,10,1517,60,51,34,641,1551,7,1500,1558,58,"",43,0,10,5,0,0,0,0,0,0,0,0
"2015","1","1","4","AA",1424,"N3GJAA","DEN","MIA",1420,1440,20,26,1506,343,356,321,1709,2027,9,2003,2036,33,"",13,0,11,9,0,0,0,0,0,0,0,0
"2015","1","1","4","DL",676,"N699DL","STT","JFK",1430,1444,14,14,1458,197,203,178,1623,1756,11,1747,1807,20,"",6,0,14,0,0,0,0,0,0,0,0,0
"2015","1","1","4","DL",2543,"N137DL","ATL","DTW",1445,1529,44,16,1545,124,107,87,594,1712,4,1649,1716,27,"",0,0,27,0,0,0,0,0,0,0,0,0
"2015","1","1","4","US",2082,"N956UW","IAH","PHL",1459,1540,41,14,1554,249,238,220,1325,1934,4,1908,1938,30,"",0,0,30,0,0,0,0,0,0,0,0,0
"2015","1","1","4","WN",186,"N378SW","SAN","SMF",1505,1544,39,10,1554,90,91,76,480,1710,5,1635,1715,40,"",1,0,17,22,0,0,0,0,0,0,0,0
"2015","1","1","4","EV",4208,"N11187","IAH","BNA",1537,1738,121,14,1752,114,100,79,657,1911,7,1731,1918,107,"",0,0,0,107,0,0,0,0,0,0,0,0
"2015","1","1","4","WN",780,"N526SW","HOU","AUS",1540,1559,19,9,1608,50,46,33,148,1641,4,1630,1645,15,"",0,0,0,15,0,0,0,0,0,0,0,0
"2015","1","1","4","WN",653,"N969WN","DEN","BNA",1545,1617,32,12,1629,200,195,175,1014,1924,8,1905,1932,27,"",0,0,12,15,0,0,0,0,0,0,0,0
"2015","1","1","4","US",1719,"N110UW","CLT","FLL",1614,1645,31,14,1659,117,103,86,631,1825,3,1811,1828,17,"",0,0,14,3,0,0,0,0,0,0,0,0
"2015","1","1","4","UA",763,"N481UA","CLE","DEN",1641,1642,1,9,1651,93,112,91,1201,1822,12,1814,1834,20,"",20,0,0,0,0,0,0,0,0,0,0,0
"2015","1","1","4","OO",4822,"N613SK","SMF","LAX",1700,1724,24,11,1735,85,77,55,373,1830,11,1825,1841,16,"",0,0,0,16,0,0,0,0,0,0,0,0
"2015","1","1","4","OO",6199,"N776SK","CID","DEN",1704,1702,-2,12,1714,70,103,65,692,1819,26,1814,1845,31,"",31,0,0,0,0,0,0,0,0,0,0,0
"2015","1","1","4","MQ",3168,"N616MQ","PNS","DFW",1720,1747,27,9,1756,125,129,103,604,1939,17,1925,1956,31,"",4,0,0,11,16,0,0,0,0,0,0,0
"2015","1","1","4","AA",2275,"N4YMAA","DFW","SMF",1725,1833,68,25,1858,105,107,66,1431,2004,16,1910,2020,70,"",2,0,45,23,0,0,0,0,0,0,0,0
"2015","1","1","4","OO",4971,"N764SK","IAH","TUS",1740,1804,24,18,1822,100,91,69,936,1931,4,1920,1935,15,"",0,0,0,15,0,0,0,0,0,0,0,0
"2015","1","1","4","OO",6352,"N125SY","BOI","SFO",1741,1758,17,10,1808,44,48,33,522,1841,5,1825,1846,21,"",4,0,13,4,0,0,0,0,0,0,0,0
"2015","1","1","4","WN",1679,"N402WN","DEN","BDL",1750,1813,23,31,1844,330,327,292,1671,2336,4,2320,2340,20,"",0,0,20,0,0,0,0,0,0,0,0,0
"2015","1","1","4","UA",386,"N421UA","SAN","DEN",1759,1800,1,14,1814,201,217,188,853,2122,15,2120,2137,17,"",17,0,0,0,0,0,0,0,0,0,0,0
"2015","1","1","4","MQ",2774,"N918MQ","CLL","DFW",1825,2033,128,8,2041,60,53,33,164,2114,12,1925,2126,121,"",0,0,0,121,0,0,0,0,0,0,0,0
"2015","1","1","4","WN",1366,"N796SW","SNA","LAS",1835,1853,18,11,1904,65,62,44,226,1948,7,1940,1955,15,"",0,0,15,0,0,0,0,0,0,0,0,0
"2015","1","1","4","MQ",2984,"N907MQ","DFW","CHS",1840,1936,56,21,1957,203,201,175,987,2252,5,2203,2257,54,"",0,0,15,39,0,0,0,0,0,0,0,0
"2015","1","1","4","AA",21,"N795AA","JFK","LAX",1845,1851,6,29,1920,205,227,188,2475,2228,10,2210,2238,28,"",22,0,6,0,0,0,0,0,0,0,0,0
"2015","1","1","4","NK",719,"N508NK","DEN","LAS",1845,1839,-6,110,2029,52,131,17,628,2046,4,1937,2050,73,"",73,0,0,0,0,0,0,0,0,0,0,0
"2015","1","1","4","VX",357,"N846VA","BOS","SFO",1859,1850,-9,15,1905,230,262,239,2704,2304,8,2249,2312,23,"",0,0,0,0,23,0,0,0,0,0,0,0
"2015","1","1","4","AA",1681,"N494AA","DFW","AUS",1905,1945,40,14,1959,60,64,46,190,2045,4,2005,2049,44,"",4,0,0,40,0,0,0,0,0,0,0,0
"2015","1","1","4","WN",538,"N746SW","DAL","STL",1910,2010,60,10,2020,95,81,66,546,2126,5,2045,2131,46,"",0,0,42,4,0,0,0,0,0,0,0,0
"2015","1","1","4","DL",1436,"N316US","DTW","BWI",1940,2054,74,11,2105,95,75,57,409,2202,7,2115,2209,54,"",0,0,54,0,0,0,0,0,0,0,0,0
"2015","1","1","4","WN",2070,"N7740A","STL","BNA",2040,2105,25,5,2110,60,50,40,272,2150,5,2140,2155,15,"",0,0,0,15,0,0,0,0,0,0,0,0
"2015","1","1","4","MQ",3038,"N905MQ","DFW","LFT",2040,2129,49,15,2144,73,85,66,351,2250,4,2153,2254,61,"",12,0,26,23,0,0,0,0,0,0,0,0
"2015","1","1","4","US",482,"N662AW","DEN","PHX",2100,2120,20,43,2203,112,128,82,602,2325,3,2252,2328,36,"",16,0,0,20,0,0,0,0,0,0,0,0
"2015","1","1","4","UA",1743,"N38459","SEA","IAD",2338,21,43,17,38,468,447,423,2306,741,7,726,748,22,"",0,0,2,20,0,0,1,0,0,0,0,1
"2015","1","2","5","WN",1579,"N447WN","BWI","ATL",615,656,41,22,718,120,129,99,577,857,8,815,905,50,"",9,0,41,0,0,0,0,0,0,0,0,0
"2015","1","2","5","MQ",3613,"N646MQ","MSN","DFW",615,644,29,28,712,160,179,146,821,938,5,855,943,48,"",19,0,0,0,29,0,0,0,0,0,0,0
"2015","1","2","5","WN",2964,"N473WN","PHX","DAL",650,738,48,9,747,190,187,174,879,1041,4,1000,1045,45,"",0,0,0,0,45,0,0,0,0,0,0,0
"2015","1","2","5","US",540,"N657AW","PHX","DFW",800,809,9,13,822,195,210,175,868,1117,22,1115,1139,24,"",15,0,0,0,9,0,0,0,0,0,0,0
"2015","1","2","5","WN",1706,"N732SW","BNA","TPA",805,812,7,18,830,165,179,155,612,1105,6,1050,1111,21,"",14,0,7,0,0,0,0,0,0,0,0,0
"2015","1","2","5","WN",4637,"N462WN","LAX","SMF",900,857,-3,27,924,80,99,63,373,1027,9,1020,1036,16,"",16,0,0,0,0,0,0,0,0,0,0,0
"2015","1","2","5","AA",2337,"N4WLAA","DFW","SAN",900,956,56,13,1009,70,52,34,1171,1043,5,1010,1048,38,"",0,0,0,37,1,0,0,0,0,0,0,0
"2015","1","2","5","EV",4593,"N11539","IAH","HRL",902,912,10,14,926,75,89,68,295,1034,7,1017,1041,24,"",22,0,2,0,0,0,0,0,0,0,0,0
"2015","1","2","5","DL",2438,"N904DL","ATL","DCA",920,947,27,16,1003,100,90,70,547,1113,4,1100,1117,17,"",0,0,14,3,0,0,0,0,0,0,0,0
"2015","1","2","5","WN",163,"N232WN","OAK","BUR",950,1034,44,12,1046,65,65,51,325,1137,2,1055,1139,44,"",0,0,34,10,0,0,0,0,0,0,0,0
"2015","1","2","5","OO",5623,"N917SW","DEN","MEM",955,1017,22,18,1035,200,197,171,872,1326,8,1315,1334,19,"",0,0,14,5,0,0,0,0,0,0,0,0
"2015","1","2","5","AA",2286,"N4XHAA","SAT","DFW",955,1159,124,13,1212,70,78,40,247,1252,25,1105,1317,132,"",8,0,0,124,0,0,0,0,0,0,0,0
"2015","1","2","5","WN",1747,"N217JC","BWI","LAS",1000,1004,4,13,1017,150,164,143,2106,1240,8,1230,1248,18,"",18,0,0,0,0,0,0,0,0,0,0,0
"2015","1","2","5","OO",5561,"N466SW","DEN","FAR",1000,1014,14,31,1045,178,185,149,627,1314,5,1258,1319,21,"",7,0,14,0,0,0,0,0,0,0,0,0
"2015","1","2","5","UA",1079,"N66837","DEN","MIA",1010,1142,92,10,1152,368,336,324,1709,1716,2,1618,1718,60,"",0,0,13,47,0,0,0,0,0,0,0,0
"2015","1","2","5","WN",1790,"N8308K","MCO","ISP",1020,1130,70,12,1142,145,136,119,971,1341,5,1245,1346,61,"",0,0,61,0,0,0,0,0,0,0,0,0
"2015","1","2","5","WN",3665,"N392SW","SJC","LAX",1020,1040,20,49,1129,70,106,51,308,1220,6,1130,1226,56,"",55,0,0,1,0,0,0,0,0,0,0,0
"2015","1","2","5","EV",2517,"N909EV","MLI","DFW",1040,1058,18,10,1108,135,138,120,691,1308,8,1255,1316,21,"",3,0,8,10,0,0,0,0,0,0,0,0
"2015","1","2","5","UA",1479,"N24715","DEN","IAD",1055,1136,41,11,1147,314,290,274,1452,1621,5,1609,1626,17,"",0,0,14,3,0,0,0,0,0,0,0,0
"2015","1","2","5","WN",1822,"N950WN","ABQ","LAX",1130,1212,42,7,1219,60,66,34,677,1253,25,1230,1318,48,"",6,0,24,18,0,0,0,0,0,0,0,0
"2015","1","2","5","OO",5256,"N719SK","IAH","SAT",1132,1213,41,13,1226,65,54,37,191,1303,4,1237,1307,30,"",0,0,0,30,0,0,0,0,0,0,0,0
"2015","1","2","5","AA",1489,"N489AA","DFW","MEM",1150,1217,27,14,1231,80,78,60,432,1331,4,1310,1335,25,"",0,0,0,0,25,0,0,0,0,0,0,0
"2015","1","2","5","MQ",3544,"N650MQ","CAE","DFW",1150,1231,41,9,1240,120,129,100,922,1420,20,1350,1440,50,"",9,0,3,38,0,0,0,0,0,0,0,0
"2015","1","2","5","DL",845,"N959DL","PBI","ATL",1225,1244,19,22,1306,112,122,85,545,1431,15,1417,1446,29,"",10,0,3,16,0,0,0,0,0,0,0,0
"2015","1","2","5","WN",359,"N913WN","BDL","ATL",1240,1318,38,30,1348,165,190,148,859,1616,12,1525,1628,63,"",25,0,38,0,0,0,0,0,0,0,0,0
"2015","1","2","5","OO",5513,"N751SK","LAX","ICT",1247,1435,108,14,1449,288,287,268,1203,1917,5,1735,1922,107,"",0,0,100,7,0,0,0,0,0,0,0,0
"2015","1","2","5","AA",1129,"N4YLAA","DFW","IND",1305,1355,50,14,1409,180,172,154,761,1643,4,1605,1647,42,"",0,0,0,38,4,0,0,0,0,0,0,0
"2015","1","2","5","MQ",3623,"N690MQ","TYR","DFW",1310,1318,8,17,1335,50,62,27,102,1402,18,1400,1420,20,"",12,0,0,8,0,0,0,0,0,0,0,0
"2015","1","2","5","MQ",2757,"N512MQ","ABQ","ORD",1315,1444,89,14,1458,215,221,186,1118,1804,21,1650,1825,95,"",6,0,5,84,0,0,0,0,0,0,0,0
"2015","1","2","5","AS",874,"N585AS","OGG","SEA",1325,1350,25,28,1418,470,473,435,2640,2133,10,2115,2143,28,"",3,0,0,25,0,0,0,0,0,0,0,0
"2015","1","2","5","WN",1777,"N215WN","DEN","OMA",1345,1416,31,7,1423,135,128,118,472,1621,3,1600,1624,24,"",0,0,12,12,0,0,0,0,0,0,0,0
"2015","1","2","5","B6",844,"N298JB","CHS","DCA",1425,1439,14,17,1456,78,80,61,444,1557,2,1543,1559,16,"",2,0,0,14,0,0,0,0,0,0,0,0
"2015","1","2","5","UA",223,"N442UA","EWR","MIA",1435,1510,35,12,1522,187,172,153,1085,1755,7,1742,1802,20,"",0,0,18,2,0,0,0,0,0,0,0,0
"2015","1","2","5","WN",1080,"N7707C","OKC","HOU",1500,1519,19,10,1529,85,88,74,419,1643,4,1625,1647,22,"",3,0,0,19,0,0,0,0,0,0,0,0
"2015","1","2","5","OO",5231,"N910SW","DEN","SLC",1521,1605,44,15,1620,99,78,60,391,1720,3,1700,1723,23,"",0,0,8,15,0,0,0,0,0,0,0,0
"2015","1","2","5","WN",2701,"N552WN","TPA","BHM",1530,1613,43,15,1628,25,29,11,459,1639,3,1555,1642,47,"",4,0,17,26,0,0,0,0,0,0,0,0
"2015","1","2","5","WN",2390,"N494WN","TPA","IND",1540,1612,32,11,1623,135,136,117,837,1820,8,1755,1828,33,"",1,0,32,0,0,0,0,0,0,0,0,0
"2015","1","2","5","EV",2508,"N876AS","LFT","DFW",1545,1620,35,10,1630,80,80,57,351,1727,13,1705,1740,35,"",0,0,6,29,0,0,0,0,0,0,0,0
"2015","1","2","5","EV",4562,"N16561","OMA","IAH",1546,1553,7,16,1609,142,175,142,781,1831,17,1808,1848,40,"",33,0,7,0,0,0,0,0,0,0,0,0
"2015","1","2","5","AA",1294,"N3JEAA","IAH","MIA",1655,1714,19,13,1727,205,206,177,964,2024,16,2020,2040,20,"",1,0,3,16,0,0,0,0,0,0,0,0
"2015","1","2","5","UA",289,"N448UA","IAH","MIA",1707,1815,68,17,1832,201,192,171,964,2123,4,2028,2127,59,"",0,0,56,3,0,0,0,0,0,0,0,0
"2015","1","2","5","US",1775,"N741UW","PHL","AUS",1714,1709,-5,15,1724,182,210,188,1430,2032,7,2016,2039,23,"",23,0,0,0,0,0,0,0,0,0,0,0
"2015","1","2","5","VX",945,"N634VA","LAX","SFO",1715,1852,97,12,1904,75,72,54,337,1958,6,1830,2004,94,"",0,0,0,94,0,0,0,0,0,0,0,0
"2015","1","2","5","WN",2317,"N760SW","DEN","SFO",1715,1834,79,16,1850,100,86,64,967,1954,6,1855,2000,65,"",0,0,21,44,0,0,0,0,0,0,0,0
"2015","1","2","5","DL",959,"N930DN","MCI","MSP",1719,1724,5,15,1739,86,106,84,393,1903,7,1845,1910,25,"",25,0,0,0,0,0,0,0,0,0,0,0
"2015","1","2","5","OO",6288,"N702SK","DEN","ATL",1720,1804,44,31,1835,279,300,263,1199,2258,6,2159,2304,65,"",21,0,22,22,0,0,0,0,0,0,0,0
"2015","1","2","5","WN",449,"N557WN","HOU","LAS",1745,1819,34,10,1829,80,66,49,1235,1918,7,1905,1925,20,"",0,0,9,11,0,0,0,0,0,0,0,0
"2015","1","2","5","WN",1449,"N618WN","TPA","ATL",1745,1816,31,18,1834,95,96,68,406,1942,10,1920,1952,32,"",1,0,31,0,0,0,0,0,0,0,0,0
"2015","1","2","5","AA",2341,"N571AA","DFW","RNO",1745,1845,60,12,1857,90,74,54,1345,1951,8,1915,1959,44,"",0,0,0,44,0,0,0,0,0,0,0,0
"2015","1","2","5","DL",1356,"N319NB","RNO","SLC",1753,1854,61,8,1902,147,139,125,422,2107,6,2020,2113,53,"",0,0,0,53,0,0,0,0,0,0,0,0
"2015","1","2","5","MQ",2976,"N518MQ","DFW","OKC",1805,1826,21,22,1848,53,58,31,175,1919,5,1858,1924,26,"",5,0,0,4,17,0,0,0,0,0,0,0
"2015","1","2","5","B6",1023,"N339JB","DCA","MCO",1822,1825,3,21,1846,143,160,124,759,2050,15,2045,2105,20,"",17,0,3,0,0,0,0,0,0,0,0,0
"2015","1","2","5","UA",223,"N442UA","MIA","IAH",1827,1853,26,11,1904,112,124,104,964,2048,9,2019,2057,38,"",12,0,11,15,0,0,0,0,0,0,0,0
"2015","1","2","5","EV",5224,"N867AS","ATL","CAE",1828,1845,17,22,1907,55,57,31,192,1938,4,1923,1942,19,"",2,0,0,17,0,0,0,0,0,0,0,0
"2015","1","2","5","WN",371,"N7752B","SAN","RNO",1840,1915,35,17,1932,90,99,78,488,2050,4,2010,2054,44,"",9,0,0,35,0,0,0,0,0,0,0,0
"2015","1","2","5","AA",1203,"N4XEAA","DFW","ABQ",1840,1936,56,15,1951,50,44,24,569,2015,5,1930,2020,50,"",0,0,43,7,0,0,0,0,0,0,0,0
"2015","1","2","5","EV",4367,"N13202","IAH","MCI",1912,1936,24,32,2008,117,125,88,643,2136,5,2109,2141,32,"",8,0,5,19,0,0,0,0,0,0,0,0
"2015","1","2","5","WN",132,"N279WN","MDW","TUS",1920,1952,32,14,2006,175,170,152,1440,2238,4,2215,2242,27,"",0,0,19,8,0,0,0,0,0,0,0,0
"2015","1","2","5","UA",1466,"N39728","EWR","PHX",1930,2133,123,6,2139,229,209,196,2133,55,7,2319,102,103,"",0,0,95,8,0,1,0,1,1,0,0,0
"2015","1","2","5","MQ",3085,"N823MQ","TYS","DFW",1935,1958,23,16,2014,95,114,79,772,2133,19,2110,2152,42,"",19,0,0,23,0,0,0,0,0,0,0,0
"2015","1","2","5","UA",1411,"N68802","ORD","DEN",1940,2154,134,20,2214,106,103,74,888,2328,9,2126,2337,131,"",0,0,23,108,0,0,0,0,0,0,0,0
"2015","1","2","5","EV",4545,"N14570","IAH","MLU",1948,2015,27,14,2029,69,67,43,262,2112,10,2057,2122,25,"",0,0,3,22,0,0,0,0,0,0,0,0
"2015","1","2","5","DL",1932,"N965DN","ATL","STL",1949,2024,35,13,2037,45,40,19,484,2056,8,2034,2104,30,"",0,0,30,0,0,0,0,0,0,0,0,0
"2015","1","2","5","WN",2971,"N608SW","FLL","ISP",1950,2117,87,15,2132,165,161,141,1092,2353,5,2235,2358,83,"",0,0,0,83,0,0,0,0,0,0,0,0
"2015","1","2","5","WN",2241,"N663SW","LAX","SJC",2000,2025,25,8,2033,65,61,49,308,2122,4,2105,2126,21,"",0,0,2,19,0,0,0,0,0,0,0,0
"2015","1","2","5","AA",1645,"N200AA","DFW","AUS",2010,2147,97,34,2221,60,86,46,190,2307,6,2110,2313,123,"",26,0,39,58,0,0,0,0,0,0,0,0
"2015","1","2","5","MQ",3396,"N909MQ","DFW","GPT",2015,2243,148,24,2307,88,104,75,500,22,5,2143,27,164,"",16,0,0,94,54,1,0,1,1,0,0,0
"2015","1","2","5","WN",561,"N259WN","BWI","CLT",2020,2045,25,12,2057,85,76,59,361,2156,5,2145,2201,16,"",0,0,16,0,0,0,0,0,0,0,0,0
"2015","1","2","5","WN",2472,"N7728D","SMF","SAN",2045,2121,36,7,2128,90,74,63,480,2231,4,2215,2235,20,"",0,0,0,20,0,0,0,0,0,0,0,0
"2015","1","2","5","DL",1466,"N974DL","ATL","DAB",2051,2112,21,17,2129,78,74,53,366,2222,4,2209,2226,17,"",0,0,0,0,17,0,0,0,0,0,0,0
"2015","1","2","5","UA",1201,"N67812","ORD","BDL",2103,2156,53,22,2218,187,173,147,783,45,4,10,49,39,"",0,0,1,38,0,0,0,1,1,0,0,1
"2015","1","2","5","OO",4971,"N783SK","IAH","TUS",2112,2112,0,27,2139,95,118,66,936,2245,25,2247,2310,23,"",23,0,0,0,0,0,0,0,0,0,0,0
"2015","1","2","5","HA",397,"N481HA","KOA","HNL",2125,2242,77,16,2258,43,53,30,163,2328,7,2208,2335,87,"",0,0,10,77,0,0,0,0,0,0,0,0
"2015","1","2","5","WN",1870,"N249WN","SAT","DAL",2130,2145,15,9,2154,55,61,42,248,2236,10,2225,2246,21,"",6,0,0,15,0,0,0,0,0,0,0,0
"2015","1","2","5","WN",2867,"N420WN","ATL","BWI",2145,2234,49,12,2246,110,89,71,577,2357,6,2335,3,28,"",0,0,6,22,0,1,0,1,0,0,1,0
"2015","1","2","5","WN",3328,"N614SW","ATL","MCO",2155,2221,26,13,2234,90,86,68,404,2342,5,2325,2347,22,"",0,0,0,22,0,0,0,0,0,0,0,0
"2015","1","2","5","EV",5968,"N17138","DEN","ELP",2157,2227,30,11,2238,108,97,81,563,2359,5,2345,4,19,"",0,0,0,19,0,1,0,1,0,0,1,0
"2015","1","2","5","UA",1693,"N69816","DEN","SEA",2213,2235,22,13,2248,120,117,99,1024,27,5,13,32,19,"",0,0,19,0,0,0,0,1,1,0,0,1
"2015","1","2","5","HA",8,"N381HA","HNL","LAS",2250,5,75,23,28,460,454,424,2762,732,7,630,739,69,"",0,0,12,57,0,0,1,0,0,0,0,1
"2015","1","2","5","DL",1684,"N826DN","SJC","ATL",2255,2255,0,19,2314,444,469,440,2116,634,10,619,644,25,"",25,0,0,0,0,0,0,1,1,0,0,1
"2015","1","2","5","UA",248,"N420UA","IAH","AUS",2256,2328,32,16,2344,54,57,31,140,15,10,2350,25,35,"",3,0,32,0,0,1,0,1,1,0,0,0
"2015","1","2","5","NK",970,"N609NK","DEN","FLL",2345,2343,-2,15,2358,338,374,328,1703,526,31,523,557,34,"",34,0,0,0,0,0,0,1,1,0,0,1
"2015","1","3","6","OO",5318,"N979SW","CMX","ORD",600,613,13,14,627,27,29,2,359,629,13,627,642,15,"",2,0,13,0,0,0,0,0,0,0,0,0
"2015","1","3","6","OO",4472,"N453SW","MDW","MSP",630,713,43,40,753,91,104,61,349,854,3,801,857,56,"",13,0,43,0,0,0,0,0,0,0,0,0
"2015","1","3","6","MQ",2852,"N646MQ","GRK","DFW",645,715,30,12,727,50,45,27,134,754,6,735,800,25,"",0,0,25,0,0,0,0,0,0,0,0,0
"2015","1","3","6","MQ",3009,"N677MQ","CMI","DFW",645,640,-5,12,652,145,167,125,693,857,30,910,927,17,"",17,0,0,0,0,0,0,0,0,0,0,0
"2015","1","3","6","WN",2865,"N7734H","LAX","BNA",655,941,166,21,1002,350,363,335,1797,1537,7,1245,1544,179,"",13,0,166,0,0,0,0,0,0,0,0,0
"2015","1","3","6","AA",299,"N860AA","MIA","DEN",655,658,3,49,747,147,169,104,1709,931,16,922,947,25,"",25,0,0,0,0,0,0,0,0,0,0,0
"2015","1","3","6","DL",2126,"N944DL","PIT","ATL",810,900,50,51,951,120,148,88,526,1119,9,1010,1128,78,"",28,0,0,0,50,0,0,0,0,0,0,0
"2015","1","3","6","WN",1939,"N435WN","MCO","ATL",830,828,-2,16,844,95,119,76,404,1000,27,1005,1027,22,"",22,0,0,0,0,0,0,0,0,0,0,0
"2015","1","3","6","WN",1782,"N928WN","SMF","LAS",840,839,-1,15,854,80,102,60,397,954,27,1000,1021,21,"",21,0,0,0,0,0,0,0,0,0,0,0
"2015","1","3","6","WN",1291,"N367SW","DTW","ATL",845,852,7,47,939,125,161,104,594,1123,10,1050,1133,43,"",36,0,0,7,0,0,0,0,0,0,0,0
"2015","1","3","6","WN",111,"N7720F","MEM","TPA",905,1106,121,9,1115,165,161,149,655,1344,3,1150,1347,117,"",0,0,2,115,0,0,0,0,0,0,0,0
"2015","1","3","6","UA",253,"N215UA","IAH","HNL",920,957,37,18,1015,273,296,263,3904,1438,15,1353,1453,60,"",23,0,37,0,0,0,0,0,0,0,0,0
"2015","1","3","6","WN",275,"N259WN","STL","TPA",920,958,38,9,1007,190,194,180,869,1307,5,1230,1312,42,"",4,0,15,23,0,0,0,0,0,0,0,0
"2015","1","3","6","AA",1584,"N485AA","TUS","DFW",940,2052,672,47,2139,190,211,161,813,20,3,1250,23,693,"",21,0,0,672,0,1,0,1,1,0,0,0
"2015","1","3","6","EV",5954,"N24128","ORD","CID",946,1010,24,17,1027,63,80,59,196,1126,4,1049,1130,41,"",17,0,8,16,0,0,0,0,0,0,0,0
"2015","1","3","6","MQ",2792,"N516MQ","DFW","GUC",1000,1000,0,59,1059,70,105,41,678,1140,5,1110,1145,35,"",35,0,0,0,0,0,0,0,0,0,0,0
"2015","1","3","6","OO",5254,"N708SK","DEN","GRR",1005,1033,28,23,1056,264,265,236,1015,1452,6,1429,1458,29,"",1,0,0,28,0,0,0,0,0,0,0,0
"2015","1","3","6","UA",244,"N543UA","DEN","ORD",1015,1040,25,18,1058,206,203,173,888,1351,12,1341,1403,22,"",0,0,20,2,0,0,0,0,0,0,0,0
"2015","1","3","6","EV",4479,"N16559","PNS","IAH",1058,1206,68,30,1236,106,165,129,489,1445,6,1244,1451,127,"",59,0,55,13,0,0,0,0,0,0,0,0
"2015","1","3","6","DL",1968,"N321US","LAX","MSP",1105,1151,46,38,1229,338,352,311,1535,1740,3,1643,1743,60,"",14,0,30,16,0,0,0,0,0,0,0,0
"2015","1","3","6","EV",5499,"N900EV","PHF","ATL",1108,1124,16,9,1133,112,120,98,508,1311,13,1300,1324,24,"",8,0,5,11,0,0,0,0,0,0,0,0
